./202010/LOT20201008/wchen/FU_Ori-20201008@185504-B_319144.fts 	 2048x2048 	 10S 	 LIGHT 	 FU_Ori 	 B_319144
./202010/LOT20201008/wchen/FU_Ori-20201008@185053-B_319144.fts 	 2048x2048 	 10S 	 LIGHT 	 FU_Ori 	 B_319144
./202010/LOT20201008/wchen/FU_Ori-20201008@185540-V_319142.fts 	 2048x2048 	 3S 	 LIGHT 	 FU_Ori 	 V_319142
./202010/LOT20201008/wchen/FU_Ori-20201008@185859-R_10349.fts 	 2048x2048 	 1S 	 LIGHT 	 FU_Ori 	 R_10349
./202010/LOT20201008/wchen/FU_Ori-20201008@185734-R_10349.fts 	 2048x2048 	 1S 	 LIGHT 	 FU_Ori 	 R_10349
./202010/LOT20201008/wchen/FU_Ori-20201008@185636-B_319144.fts 	 2048x2048 	 10S 	 LIGHT 	 FU_Ori 	 B_319144
./202010/LOT20201008/wchen/FU_Ori-20201008@185200-R_10349.fts 	 2048x2048 	 5S 	 LIGHT 	 FU_Ori 	 R_10349
./202010/LOT20201008/wchen/FU_Ori-20201008@185802-B_319144.fts 	 2048x2048 	 10S 	 LIGHT 	 FU_Ori 	 B_319144
./202010/LOT20201008/wchen/FU_Ori-20201008@185830-V_319142.fts 	 2048x2048 	 3S 	 LIGHT 	 FU_Ori 	 V_319142
./202010/LOT20201008/wchen/FU_Ori-20201008@185609-R_10349.fts 	 2048x2048 	 1S 	 LIGHT 	 FU_Ori 	 R_10349
./202010/LOT20201008/wchen/FU_Ori-20201008@185128-V_319142.fts 	 2048x2048 	 5S 	 LIGHT 	 FU_Ori 	 V_319142
./202010/LOT20201008/wchen/FU_Ori-20201008@185706-V_319142.fts 	 2048x2048 	 3S 	 LIGHT 	 FU_Ori 	 V_319142
./202010/LOT20201010/wchen/FU_Ori-20201010@202912-B_319144.fts 	 2048x2048 	 10S 	 LIGHT 	 FU_Ori 	 B_319144
./202010/LOT20201010/wchen/FU_Ori-20201010@202740-B_319144.fts 	 2048x2048 	 10S 	 LIGHT 	 FU_Ori 	 B_319144
./202010/LOT20201010/wchen/FU_Ori-20201010@203010-R_10349.fts 	 2048x2048 	 1S 	 LIGHT 	 FU_Ori 	 R_10349
./202010/LOT20201010/wchen/FU_Ori-20201010@202816-V_319142.fts 	 2048x2048 	 3S 	 LIGHT 	 FU_Ori 	 V_319142
./202010/LOT20201010/wchen/FU_Ori-20201010@203133-R_10349.fts 	 2048x2048 	 1S 	 LIGHT 	 FU_Ori 	 R_10349
./202010/LOT20201010/wchen/FU_Ori-20201010@203105-V_319142.fts 	 2048x2048 	 3S 	 LIGHT 	 FU_Ori 	 V_319142
./202010/LOT20201010/wchen/FU_Ori-20201010@202845-R_10349.fts 	 2048x2048 	 1S 	 LIGHT 	 FU_Ori 	 R_10349
./202010/LOT20201010/wchen/FU_Ori-20201010@203036-B_319144.fts 	 2048x2048 	 10S 	 LIGHT 	 FU_Ori 	 B_319144
./202010/LOT20201010/wchen/FU_Ori-20201010@202942-V_319142.fts 	 2048x2048 	 3S 	 LIGHT 	 FU_Ori 	 V_319142
