./202010/LOT20201008/bias-dark/Bias-20201008@211018-000S.fts 	 2048x2048 	 0S 	 BIAS 	 light 	 N/A
./202010/LOT20201008/bias-dark/Bias-20201008@210944-000S.fts 	 2048x2048 	 0S 	 BIAS 	 light 	 N/A
./202010/LOT20201008/bias-dark/Bias-20201008@210931-000S.fts 	 2048x2048 	 0S 	 BIAS 	 light 	 N/A
./202010/LOT20201008/bias-dark/Bias-20201008@210938-000S.fts 	 2048x2048 	 0S 	 BIAS 	 light 	 N/A
./202010/LOT20201008/bias-dark/Bias-20201008@211012-000S.fts 	 2048x2048 	 0S 	 BIAS 	 light 	 N/A
./202010/LOT20201008/bias-dark/Bias-20201008@210922-000S.fts 	 2048x2048 	 0S 	 BIAS 	 light 	 N/A
./202010/LOT20201008/bias-dark/Bias-20201008@211025-000S.fts 	 2048x2048 	 0S 	 BIAS 	 light 	 N/A
./202010/LOT20201008/bias-dark/Bias-20201008@210958-000S.fts 	 2048x2048 	 0S 	 BIAS 	 light 	 N/A
./202010/LOT20201008/bias-dark/Bias-20201008@211004-000S.fts 	 2048x2048 	 0S 	 BIAS 	 light 	 N/A
./202010/LOT20201008/bias-dark/Bias-20201008@210952-000S.fts 	 2048x2048 	 0S 	 BIAS 	 light 	 N/A
./202010/LOT20201009/bias-dark/Bias-20201009@213610-000S.fts 	 2048x2048 	 0S 	 BIAS 	 light 	 N/A
./202010/LOT20201009/bias-dark/Bias-20201009@213649-000S.fts 	 2048x2048 	 0S 	 BIAS 	 light 	 N/A
./202010/LOT20201009/bias-dark/Bias-20201009@213656-000S.fts 	 2048x2048 	 0S 	 BIAS 	 light 	 N/A
./202010/LOT20201009/bias-dark/Bias-20201009@213557-000S.fts 	 2048x2048 	 0S 	 BIAS 	 light 	 N/A
./202010/LOT20201009/bias-dark/Bias-20201009@213636-000S.fts 	 2048x2048 	 0S 	 BIAS 	 light 	 N/A
./202010/LOT20201009/bias-dark/Bias-20201009@213702-000S.fts 	 2048x2048 	 0S 	 BIAS 	 light 	 N/A
./202010/LOT20201009/bias-dark/Bias-20201009@213617-000S.fts 	 2048x2048 	 0S 	 BIAS 	 light 	 N/A
./202010/LOT20201009/bias-dark/Bias-20201009@213630-000S.fts 	 2048x2048 	 0S 	 BIAS 	 light 	 N/A
./202010/LOT20201009/bias-dark/Bias-20201009@213643-000S.fts 	 2048x2048 	 0S 	 BIAS 	 light 	 N/A
./202010/LOT20201009/bias-dark/Bias-20201009@213623-000S.fts 	 2048x2048 	 0S 	 BIAS 	 light 	 N/A
