2020-10-05|17:37:49|FU_Ori-20201005@173735-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|916.4882|925.738|B_Astrodon_2018|2459128.23459|10.0|93531.9456|1488.2718|-12.4274|0.1658
2020-10-05|17:38:20|FU_Ori-20201005@173815-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|916.5282|925.8472|V_Astrodon_2018|2459128.23495|5.0|224350.3321|3764.5650|-13.3773|0.0736
2020-10-05|17:38:45|FU_Ori-20201005@173840-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|916.7963|925.8444|R_Astrodon_2018|2459128.23524|5.0|588820.0967|8878.0425|-14.4250|0.0491
2020-10-05|17:48:36|FU_Ori-20201005@174822-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1024.0543|1023.1414|B_Astrodon_2018|2459128.24208|30.0|287173.6494|2150.6507|-13.6454|0.0843
2020-10-05|17:49:27|FU_Ori-20201005@174922-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1024.2213|1023.8594|V_Astrodon_2018|2459128.24267|15.0|697578.5466|6005.0460|-14.6090|0.0361
2020-10-05|17:50:02|FU_Ori-20201005@174958-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1024.6388|1023.7068|R_Astrodon_2018|2459128.24308|15.0|1389691.6674|9499.3132|-15.3573|0.0263
2020-10-06|18:51:40|FU_Ori-20201006@185127-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1021.3035|1023.8521|B_Astrodon_2018|2459129.28588|10.0|96319.1188|1963.5359|-12.4593|0.1627
2020-10-06|18:52:11|FU_Ori-20201006@185206-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1021.0454|1024.6823|V_Astrodon_2018|2459129.28624|5.0|231623.3216|4231.2902|-13.4120|0.0767
2020-10-06|18:52:35|FU_Ori-20201006@185231-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1021.1894|1024.9526|R_Astrodon_2018|2459129.28652|5.0|575431.0231|9057.0896|-14.4000|0.0525
2020-10-06|18:53:20|FU_Ori-20201006@185308-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1310.4415|1104.4355|B_Astrodon_2018|2459129.28704|20.0|201678.2959|2257.7841|-13.2616|0.1063
2020-10-06|18:54:18|FU_Ori-20201006@185413-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|925.7979|1034.4716|V_Astrodon_2018|2459129.28771|10.0|463630.0491|5403.0829|-14.1654|0.0480
2020-10-06|18:54:47|FU_Ori-20201006@185443-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|925.8562|1034.8754|R_Astrodon_2018|2459129.28804|10.0|1039783.9212|9505.1354|-15.0424|0.0336
2020-10-07|18:53:45|FU_Ori-20201007@185330-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1020.9823|1022.791|B_Astrodon_2018|2459130.28733|30.0|304544.5388|2281.7473|-13.7091|0.1119
2020-10-07|18:54:35|FU_Ori-20201007@185430-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1021.0248|1023.4632|V_Astrodon_2018|2459130.28791|10.0|477011.1806|4324.0831|-14.1963|0.0669
2020-10-07|18:55:04|FU_Ori-20201007@185500-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1020.5189|1023.905|R_Astrodon_2018|2459130.28824|5.0|588219.9420|6410.6526|-14.4238|0.0658
2020-10-07|18:55:37|FU_Ori-20201007@185525-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1020.6635|1023.4938|B_Astrodon_2018|2459130.28862|30.0|305740.2451|2386.7245|-13.7134|0.1070
2020-10-07|18:56:27|FU_Ori-20201007@185621-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1020.6144|1024.0917|V_Astrodon_2018|2459130.28920|10.0|475426.3007|4527.1321|-14.1927|0.0670
2020-10-07|18:56:56|FU_Ori-20201007@185651-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1020.2704|1024.2831|R_Astrodon_2018|2459130.28954|5.0|578169.4219|6284.2876|-14.4051|0.0652
